date,definition
"{'date': '2021-01-01', 'definition': '"" early efforts "" means: (a) in the context of the assessment of a potential gap between the Union\'s 2030 target for energy from renewable sources and the collective contributions of Member States, a Member State\'s achievement of a share of energy from renewable sources above its national binding target for 2020 as set out in Annex I to Directive (EU) 2018/2001 or a Member State\'s early progress towards its national binding target for 2020; (b) in the context of Commission recommendations based on the assessment pursuant to point (b) of Article 29(1) with regard to energy from renewable sources, a Member State\'s early implementation of its contribution to the Union\'s binding target of at least 32 % of renewable energy in 2030 as measured against its national reference points for renewable energy;'}","{'date': '2023-11-20', 'definition': '"" early efforts "" means: (a) in the context of the assessment of a potential gap between the Union\'s 2030 target for energy from renewable sources and the collective contributions of Member States, a Member State\'s achievement of a share of energy from renewable sources above its national binding target for 2020 as set out in Annex I to Directive (EU) 2018/2001 or a Member State\'s early progress towards its national binding target for 2020; (b) in the context of Commission recommendations based on the assessment pursuant to Article 29(1), point (b), with regard to energy from renewable sources, a Member State’s early implementation of its contribution to the Union’s binding target for renewable energy for 2030 set in Article 3(1) of Directive (EU) 2018/2001 as measured against its national reference points for renewable energy;'}"
"{'date': '2021-01-01', 'definition': '(62) "" fossil fuel "" means non-renewable carbon-based energy sources such as solid fuels, natural gas and oil.'}","{'date': '2023-05-16', 'definition': '(62) "" fossil fuel "" means non-renewable carbon-based energy sources such as solid fuels, natural gas and oil;'}"
"{'date': '2011-04-22', 'definition': '(18) "" specification "" means composition of a substance, purity criteria for a substance, physico-chemical characteristics of a substance, details concerning the manufacturing process of a substance or further information concerning the expression of migration limits.'}","{'date': '2016-09-14', 'definition': '(18) "" specification "" means composition of a substance, purity criteria for a substance, physico-chemical characteristics of a substance, details concerning the manufacturing process of a substance or further information concerning the expression of migration limits;'}"
"{'date': '2021-03-01', 'definition': 'For the purposes of this Regulation, the following definitions shall apply: (1) light source "" means an electrically operated product intended to emit, or, in the case of a non-incandescent light source, intended to be possibly tuned to emit, light, or both, with all of the following optical characteristics: "" (a) chromaticity coordinates x and y in the range: 0,270 < x < 0,530 ; and 2,3172 x 2 + 2,3653 x - 0,2199 < y < - 2,3172 x 2 + 2,3653 x - 0,1595 ; - (b) 2 of projected light-emitting surface area as defined in Annex I; a luminous flux < 500 lumen per mm (c) 82000 lumen; a luminous flux between 60 and (d) a colour rendering index (CRI) > 0; using incandescence, fluorescence, high-intensity discharge, inorganic light emitting diodes (LED) or organic light emitting diodes (OLED), or their combinations as lighting technology, and that can be verified as a light source according to the procedure of Annex IX. High-pressure sodium (HPS) light sources that do not fulfil condition (a) are considered light sources for the purposes of this Regulation. Light sources do not include: (a) LED dies or LED chips; (b) LED packages; (c) products containing light source(s) from which these light source(s) can be removed for verification; (d) light-emitting parts contained in a light source from which these parts cannot be removed for verification as a light source. (2) "" control gear "" means one or more devices that may or may not be physically integrated in a light source, intended to prepare the mains for the electric format required by one or more specific light sources within boundary conditions set by electric safety and electromagnetic compatibility. It may include transforming the supply and starting voltage, limiting operational and preheating current, preventing cold starting, correcting the power factor and/or reducing radio interference The term ""control gear"" does not include power supplies within the scope of Commission Regulation (EC) No 278/2009 Commission Regulation (EC) No 278/2009 of 6 April 2009 implementing Directive 2005/32/EC of the European Parliament and of the Council with regard to ecodesign requirements for no-load condition electric power consumption and average active efficiency of external power supplies ( OJ L 93, 7.4.2009, p. 3 ). "" Power-over-Ethernet switch "" PoE switch"" means equipment for power-supply and data-handling that is installed between the mains and office equipment and/or light sources for the purpose of data transfer and power supply; (3) "" containing product "" means a product containing one or more light sources, or separate control gears, or both. Examples of containing products are luminaires that can be taken apart to allow separate verification of the contained light source(s), household appliances containing light source(s), furniture (shelves, mirrors, display cabinets) containing light source(s). If a containing product cannot be taken apart for verification of the light source and separate control gear, the entire containing product is to be considered a light source; (4) "" light "" means electromagnetic radiation with a wavelength between 380 nm and 780 nm; (5) ""mains"" or ""mains voltage"" (MV) means the electricity supply of 230 (± 10 %) volt of alternating current at 50 Hz; (6) "" LED die "" or ""LED chip"" means a small block of light-emitting semiconducting material on which a functional LED circuit is fabricated; (7) "" LED package "" means a single electric part comprising principally at least one LED die. It does not include a control gear or parts of it, a cap or active electronic components and is not connected directly to the mains voltage. It can include one or more of the following: optical elements, light converters (phosphors), thermal, mechanical and electric interfaces or parts to address electrostatic discharge concerns. Any similar light-emitting devices that are intended to be used directly in an LED luminaire, are considered to be light sources; (8) "" chromaticity "" means the property of a colour stimulus defined by its chromaticity coordinates (x and y); (9) ""luminous flux"" or ""flux"" (Φ), expressed in lumen (lm), means the quantity derived from radiant flux (radiant power) by evaluating the electromagnetic radiation in accordance with the spectral sensitivity of the human eye. It refers to the total flux emitted by a light source in a solid angle of 4π steradians under conditions (e.g. current, voltage, temperature) specified in applicable standards. It refers to the initial flux for the undimmed light source after a short operating period, unless it is clearly specified that the flux in a dimmed condition or the flux after a given period of operation is intended. For light sources that can be tuned to emit different light spectra and/or different maximum light intensities, it refers to the flux in the ""reference control settings"" as defined in Annex I; (10) ""colour rendering index"" (CRI) means a metric quantifying the effect of an illuminant on the colour appearance of objects by conscious or subconscious comparison with their colour appearance under the reference illuminant and is the average Ra of the colour rendering for the first 8 test colours (R1-R8) defined in standards; (11) "" incandescence "" means the phenomenon where light is produced from heat, in light sources typically produced through a threadlike conductor (""filament"") which is heated by the passage of an electric current; (12) "" halogen light source "" means an incandescent light source with a threadlike conductor made from tungsten surrounded by gas containing halogens or halogen compounds; (13) ""fluorescence"" or ""fluorescent light source"" (FL) means the phenomenon or a light source using an electric gas discharge of the low-pressure mercury type in which most of the light is emitted by one or more layers of phosphors excited by the ultraviolet radiation from the discharge. Fluorescent light sources may have one (""single-capped"") or two (""double-capped"") connections (""caps"") to their electricity supply. For the purposes of this Regulation, magnetic induction light sources are also considered as fluorescent light sources; (14) ""high intensity discharge"" (HID) means an electric gas discharge in which the light- producing arc is stabilised by wall temperature and the arc chamber has a bulb wall loading in excess of 3 watts per square centimetre. HID light sources are limited to metal halide, high-pressure sodium and mercury vapour types as defined in Annex I; (15) "" gas discharge "" means a phenomenon where light is produced, directly or indirectly, by an electric discharge through a gas, plasma, metal vapour or mixture of gases and vapours; (16) ""inorganic light emitting diode"" (LED) means a technology in which light is produced from a solid state device embodying a p-n junction of inorganic material. The junction emits optical radiation when excited by an electric current; (17) ""organic light emitting diode"" (OLED) means a technology in which light is produced from a solid state device embodying a p-n junction of organic material. The junction emits optical radiation when excited by an electric current; (18) ""high-pressure sodium light source"" (HPS) means a high intensity discharge light source in which the light is produced mainly by radiation from sodium vapour operating at a partial pressure of the order of 10 kilopascals. HPS light sources may have one (""single-ended"") or two (""double-ended"") connectors to their electricity supply; (19) "" point of sale "" means a physical location where the product is displayed or offered for sale, hire or hire-purchase to the customer.'}","{'date': '2021-09-01', 'definition': 'For the purposes of this Regulation, the following definitions shall apply: (1) light source "" means an electrically operated product intended to emit, or, in the case of a non-incandescent light source, intended to be possibly tuned to emit, light, or both, with all of the following optical characteristics: "" (a) chromaticity coordinates x and y in the range: 0,270 < x < 0,530 ; and 2,3172 x 2 + 2,3653 x - 0,2199 < y < - 2,3172 x 2 + 2,3653 x - 0,1595 ; - (b) 2 of projected light-emitting surface area as defined in Annex I; a luminous flux < 500 lumen per mm (c) 82000 lumen; a luminous flux between 60 and (d) a colour rendering index (CRI) > 0; using incandescence, fluorescence, high-intensity discharge, inorganic light emitting diodes (LED) or organic light emitting diodes (OLED), or their combinations as lighting technology, and that can be verified as a light source according to the procedure of Annex IX. High-pressure sodium (HPS) light sources that do not fulfil condition (a) are considered light sources for the purposes of this Regulation. Light sources do not include: (a) LED dies or LED chips; (b) LED packages; (c) products containing light source(s) from which these light source(s) can be removed for verification; (d) light-emitting parts contained in a light source from which these parts cannot be removed for verification as a light source. (2) "" control gear "" means one or more devices that may or may not be physically integrated in a light source, intended to prepare the mains for the electric format required by one or more specific light sources within boundary conditions set by electric safety and electromagnetic compatibility. It may include transforming the supply and starting voltage, limiting operational and preheating current, preventing cold starting, correcting the power factor and/or reducing radio interference The term ""control gear"" does not include power supplies within the scope of Commission Regulation (EC) No 278/2009 Commission Regulation (EC) No 278/2009 of 6 April 2009 implementing Directive 2005/32/EC of the European Parliament and of the Council with regard to ecodesign requirements for no-load condition electric power consumption and average active efficiency of external power supplies ( OJ L 93, 7.4.2009, p. 3 ). "" Power-over-Ethernet switch "" PoE switch"" means equipment for power-supply and data-handling that is installed between the mains and office equipment and/or light sources for the purpose of data transfer and power supply; (3) "" containing product "" means a product containing one or more light sources, or separate control gears, or both, including, but not limited to, luminaires that can be taken apart to allow separate verification of the contained light source(s), household appliances containing light source(s), furniture (shelves, mirrors, display cabinets) containing light source(s); (4) "" light "" means electromagnetic radiation with a wavelength between 380 nm and 780 nm; (5) ""mains"" or ""mains voltage"" (MV) means the electricity supply of 230 (± 10 %) volt of alternating current at 50 Hz; (6) "" LED die "" or ""LED chip"" means a small block of light-emitting semiconducting material on which a functional LED circuit is fabricated; (7) "" LED package "" means a single electric part comprising principally at least one LED die. It does not include a control gear or parts of it, a cap or active electronic components and is not connected directly to the mains voltage. It can include one or more of the following: optical elements, light converters (phosphors), thermal, mechanical and electric interfaces or parts to address electrostatic discharge concerns. Any similar light-emitting devices that are intended to be used directly in an LED luminaire, are considered to be light sources; (8) "" chromaticity "" means the property of a colour stimulus defined by its chromaticity coordinates (x and y); (9) ""luminous flux"" or ""flux"" (Φ), expressed in lumen (lm), means the quantity derived from radiant flux (radiant power) by evaluating the electromagnetic radiation in accordance with the spectral sensitivity of the human eye. It refers to the total flux emitted by a light source in a solid angle of 4π steradians under conditions (e.g. current, voltage, temperature) specified in applicable standards. It refers to the initial flux for the undimmed light source after a short operating period, unless it is clearly specified that the flux in a dimmed condition or the flux after a given period of operation is intended. For light sources that can be tuned to emit different light spectra and/or different maximum light intensities, it refers to the flux in the ""reference control settings"" as defined in Annex I; (10) ""colour rendering index"" (CRI) means a metric quantifying the effect of an illuminant on the colour appearance of objects by conscious or subconscious comparison with their colour appearance under the reference illuminant and is the average Ra of the colour rendering for the first 8 test colours (R1-R8) defined in standards; (11) "" incandescence "" means the phenomenon where light is produced from heat, in light sources typically produced through a threadlike conductor (""filament"") which is heated by the passage of an electric current; (12) "" halogen light source "" means an incandescent light source with a threadlike conductor made from tungsten surrounded by gas containing halogens or halogen compounds; (13) ""fluorescence"" or ""fluorescent light source"" (FL) means the phenomenon or a light source using an electric gas discharge of the low-pressure mercury type in which most of the light is emitted by one or more layers of phosphors excited by the ultraviolet radiation from the discharge. Fluorescent light sources may have one (""single-capped"") or two (""double-capped"") connections (""caps"") to their electricity supply. For the purposes of this Regulation, magnetic induction light sources are also considered as fluorescent light sources; (14) ""high intensity discharge"" (HID) means an electric gas discharge in which the light- producing arc is stabilised by wall temperature and the arc chamber has a bulb wall loading in excess of 3 watts per square centimetre. HID light sources are limited to metal halide, high-pressure sodium and mercury vapour types as defined in Annex I; (15) "" gas discharge "" means a phenomenon where light is produced, directly or indirectly, by an electric discharge through a gas, plasma, metal vapour or mixture of gases and vapours; (16) ""inorganic light emitting diode"" (LED) means a technology in which light is produced from a solid state device embodying a p-n junction of inorganic material. The junction emits optical radiation when excited by an electric current; (17) ""organic light emitting diode"" (OLED) means a technology in which light is produced from a solid state device embodying a p-n junction of organic material. The junction emits optical radiation when excited by an electric current; (18) ""high-pressure sodium light source"" (HPS) means a high intensity discharge light source in which the light is produced mainly by radiation from sodium vapour operating at a partial pressure of the order of 10 kilopascals. HPS light sources may have one (""single-ended"") or two (""double-ended"") connectors to their electricity supply; (19) "" point of sale "" means a physical location where the product is displayed or offered for sale, hire or hire-purchase to the customer.'}"
"{'date': '2021-03-01', 'definition': '(3) "" containing product "" means a product containing one or more light sources, or separate control gears, or both. Examples of containing products are luminaires that can be taken apart to allow separate verification of the contained light source(s), household appliances containing light source(s), furniture (shelves, mirrors, display cabinets) containing light source(s). If a containing product cannot be taken apart for verification of the light source and separate control gear, the entire containing product is to be considered a light source;'}","{'date': '2021-09-01', 'definition': '(3) "" containing product "" means a product containing one or more light sources, or separate control gears, or both, including, but not limited to, luminaires that can be taken apart to allow separate verification of the contained light source(s), household appliances containing light source(s), furniture (shelves, mirrors, display cabinets) containing light source(s);'}"
"{'date': '2016-05-01', 'definition': '(15) "" customs office of first entry "" means the customs office which is competent for customs supervision at the place where the means of transport carrying the goods arrives in the customs territory of the Union from a territory outside that territory.'}","{'date': '2020-07-16', 'definition': '(15) "" customs office of first entry "" means the customs office which is competent for customs supervision at the place where the means of transport carrying the goods arrives or, where applicable, is destined to arrive, in the customs territory of the Union from a territory outside that territory;'}"
"{'date': '2016-05-01', 'definition': '(45) "" regular shipping service "" means a service which carries goods in vessels that ply only between Union ports and does not come from, go to or call at any points outside the customs territory of the Union or any points in a free zone of a Union port.'}","{'date': '2020-07-16', 'definition': '(45) "" regular shipping service "" means a service which carries goods in vessels that ply only between Union ports and does not come from, go to or call at any points outside the customs territory of the Union or any points in a free zone of a Union port;'}"
"{'date': '2016-05-01', 'definition': '(8) "" regional cumulation "" means a system whereby products which according to this Regulation originate in a country which is a member of a regional group are considered as materials originating in another country of the same regional group (or a country of another regional group where cumulation between groups is possible) when further processed or incorporated in a product manufactured there;'}","{'date': '2020-07-16', 'definition': '(8) "" regional cumulation "" means a system whereby products which according to this Section originate in a country which is a member of a regional group are considered as materials originating in another country of the same regional group (or a country of another regional group where cumulation between groups is possible) when further processed or incorporated in a product manufactured there;'}"
"{'date': '2016-05-01', 'definition': '"" exporter "" means (a) the person established in the customs territory of the Union who, at the time when the declaration is accepted, holds the contract with the consignee in the third country and has the power for determining that the goods are to be brought to a destination outside the customs territory of the Union, (b) the private individual carrying the goods to be exported where these goods are contained in the private individual’s personal baggage, (c) in other cases, the person established in the customs territory of the Union who has the power for determining that the goods are to be brought to a destination outside the customs territory of the Union.'}","{'date': '2018-09-02', 'definition': '"" exporter "" means: (a) a private individual carrying goods to be taken out of the customs territory of the Union where these goods are contained in the private individual\'s personal baggage; (b) in other cases, where (a) does not apply: (i) a person established in the customs territory of the Union, who has the power to determine and has determined that the goods are to be taken out of that customs territory; (ii) where (i) does not apply, any person established in the customs territory of the Union who is a party to the contract under which goods are to be taken out of that customs territory.'}"
"{'date': '2017-07-27', 'definition': '"" vehicle type with regard to emissions and vehicle repair and maintenance information "" means a group of vehicles which: (a) do not differ with respect to the criteria constituting an ""interpolation family"" as defined in point 5.6 of Annex XXI; (b) fall in a single ""CO 2 interpolation range"" as defined in point 1.2.3.2 of sub-Annex 6 to Annex XXI; (c) do not differ with respect to any characteristics that have a non-negligible influence on tailpipe emissions, such as, but not limited to, the following: x trap, SCR, lean NO x catalyst, particulate trap or combinations thereof in a single unit); types and sequence of pollution control devices (e.g. three-way catalyst, oxidation catalyst, lean NO exhaust gas recirculation (with or without, internal/external, cooled/non-cooled, low/high pressure).'}","{'date': '2019-01-01', 'definition': '"" vehicle type with regard to emissions and vehicle repair and maintenance information "" means a group of vehicles which: (a) do not differ with respect to the criteria constituting an ""interpolation family"" as defined in point 5.6 of Annex XXI; (b) fall in a single ""CO 2 interpolation range"" within the meaning of point 2.3.2 of Sub-Annex 6 to Annex XXI; (c) do not differ with respect to any characteristics that have a non-negligible influence on tailpipe emissions, such as, but not limited to, the following: x trap, SCR, lean NO x catalyst, particulate trap or combinations thereof in a single unit); types and sequence of pollution control devices (e.g. three-way catalyst, oxidation catalyst, lean NO exhaust gas recirculation (with or without, internal/external, cooled/non-cooled, low/high pressure).'}"
"{'date': '2017-07-27', 'definition': '(6) "" periodically regenerating system "" means an exhaust emissions control device (e.g. catalytic converter, particulate trap) that requires a periodical regeneration process in less than 4000 km of normal vehicle operation;'}","{'date': '2019-01-01', 'definition': '(6) "" periodically regenerating system "" means an exhaust emissions control device (e.g. catalytic converter, particulate trap) that requires a periodic regeneration process;'}"
"{'date': '2017-07-27', 'definition': '"" type of pollution control device "" means catalytic converters and particulate filters which do not differ in any of the following essential aspects: (a) number of substrates, structure and material; (b) type of activity of each substrate; (c) volume, ratio of frontal area and substrate length; (d) catalyst material content; (e) catalyst material ratio; (f) cell density; (g) dimensions and shape; (h) thermal protection;'}","{'date': '2023-09-01', 'definition': '"" type of pollution control device "" means catalytic converters and particulate filters which do not differ in any of the following essential aspects: (a) number and kind of substrates, structure and material; (b) type of activity of each substrate; (c) volume, ratio of frontal area and substrate length; (d) catalyst material content; (e) catalyst material ratio; (f) cell density; (g) dimensions and shape; (h) thermal protection; (i) required reagent (if applicable);'}"
"{'date': '2017-07-27', 'definition': '(10) "" mono fuel gas vehicle "" means a mono fuel vehicle that primarily runs on LPG, NG/biomethane, or hydrogen but may also have a petrol system for emergency purposes or starting only, where the petrol tank does not contain more than 15 litres of petrol;'}","{'date': '2023-09-01', 'definition': '(10) "" mono fuel gas vehicle "" means a mono-fuel vehicle that is designed primarily for permanent running on LPG or NG/biomethane or hydrogen, but may also have a petrol system for emergency purposes or starting only, where the nominal capacity of the petrol tank does not exceed 15 litres;'}"
"{'date': '2017-07-27', 'definition': '(17) "" properly maintained and used "" means, for the purpose of a test vehicle, that such a vehicle satisfies the criteria for acceptance of a selected vehicle laid down in section 2 of Appendix 3 to UN/ECE Regulation No 83 Regulation No 83 of the Economic Commission for Europe of the United Nations (UNECE) — Uniform provisions concerning the approval of vehicles with regard to the emission of pollutants according to engine fuel requirements [2015/1038] ( OJ L 172, 3.7.2015, p. 1 ). ;'}","{'date': '2023-09-01', 'definition': '(17) "" properly maintained and used "" means, for the purpose of a test vehicle, that such a vehicle satisfies the criteria for acceptance of a selected vehicle laid down in Appendix 1 of Annex II;'}"
"{'date': '2017-07-27', 'definition': '(20) "" malfunction "" means the failure of an emission-related component or system that would result in emissions exceeding the limits in section 2.3 of Annex XI or if the OBD system is unable to fulfil the basic monitoring requirements set out in Annex XI;'}","{'date': '2023-09-01', 'definition': '(20) "" malfunction "" means the failure of an emission-related component or system that would result in emissions exceeding the thresholds in Table 4A of paragraph 6.8.2 of UN Regulation No 154 or if the OBD system is unable to fulfil the basic monitoring requirements set out in Annex C5 to UN Regulation No 154;'}"
"{'date': '2017-07-27', 'definition': '(23) "" access to information "" means the availability of all vehicle OBD and vehicle repair and maintenance information, required for the inspection, diagnosis, servicing or repair of the vehicle.'}","{'date': '2023-09-01', 'definition': '(23) "" access to information "" means the availability of all vehicle OBD and vehicle repair and maintenance information, required for the inspection, diagnosis, servicing or repair of the vehicle;'}"
"{'date': '2017-07-27', 'definition': '(26) "" vehicle OBD information "" means information relating to an on-board diagnostic system for any electronic system on the vehicle'}","{'date': '2023-09-01', 'definition': '(26) "" vehicle OBD information "" means information relating to an on-board diagnostic system for any electronic system on the vehicle;'}"
"{'date': '2017-07-27', 'definition': '"" wheelbase "" means the following: (a) the dimension referred to in point 6.4.1 of Standard ISO 612:1978; (b) for a centre-axle trailer with one axle, the horizontal distance between the vertical axis of the coupling and the centre of the axle; (c) for a centre-axle trailer with more than one axle, the horizontal distance between the vertical axis of the coupling and the centre of the first axle;'}","{'date': '2019-12-02', 'definition': '"" wheelbase "" means the following: (a) for motor vehicles and drawbar trailers, the horizontal distance between the centre of the first and the last axle; (b) for centre-axle trailers, semi-trailers and rigid drawbar trailers, the distance between the vertical axis of the coupling and the centre of the last axle;'}"
"{'date': '2017-07-27', 'definition': '(40) "" indivisible load "" means a load that cannot, for the purposes of carriage by road, be divided into two or more loads without undue expense or risk of damage and which, owing to its mass or dimension, cannot be carried by a vehicle the masses and dimensions of which comply with the maximum authorised masses and dimensions applicable in a Member State.'}","{'date': '2019-12-02', 'definition': '(40) "" indivisible load "" means a load that cannot, for the purposes of carriage by road, be divided into two or more loads without undue expense or risk of damage and which, owing to its mass or dimension, cannot be carried by a vehicle the masses and dimensions of which comply with the maximum authorised masses and dimensions applicable in a Member State;'}"
"{'date': '2013-09-23', 'definition': '(s) "" biocidal product family "" means a group of biocidal products having similar uses, the active substances of which have the same specifications, and presenting specified variations in their composition which do not adversely affect the level of risk or significantly reduce the efficacy of the products;'}","{'date': '2014-04-25', 'definition': '"" biocidal product family "" means a group of biocidal products having: (i) similar uses; (ii) the same active substances; (iii) similar composition with specified variations; and (iv) similar levels of risk and efficacy;'}"
"{'date': '2018-07-17', 'definition': '(5) "" Member States concerned "" means Member States having a direct management interest, namely Denmark, Germany, Estonia, Latvia, Lithuania, Poland, Finland and Sweden.'}","{'date': '2019-03-26', 'definition': '(10) "" Member States concerned "" means Member States having a direct management interest, namely Denmark, Germany, Estonia, Latvia, Lithuania, Poland, Finland and Sweden.'}"
"{'date': '2018-04-26', 'definition': '(3) "" inducement scheme "" means a set of rules governing the payment of inducements, including the conditions under which the inducements are paid.'}","{'date': '2022-08-02', 'definition': '(3) "" inducement scheme "" means a set of rules governing the payment of inducements, including the conditions under which the inducements are paid;'}"
"{'date': '2019-03-01', 'definition': '(10) "" axle "" means a central shaft for a rotating wheel or gear as drive axle of a vehicle;'}","{'date': '2022-07-01', 'definition': '(10) "" axle "" means a component comprising all rotating parts of the driveline which transfer the driving torque coming from the prop shaft to the wheels and changes the torque and speed with a fixed ratio and including the functions of a differential gear;'}"
"{'date': '2019-03-01', 'definition': '(11) "" air drag "" means characteristic of a vehicle configuration regarding aerodynamic force acting on the vehicle opposite to the direction of air flow and determined as a product of the drag coefficient and the cross sectional area for zero crosswind conditions;'}","{'date': '2022-07-01', 'definition': '(11) "" air drag "" means characteristic of a vehicle configuration regarding aerodynamic force acting on the vehicle in the direction of air flow and determined as a product of the drag coefficient and the cross sectional area for zero crosswind conditions;'}"
"{'date': '2019-03-01', 'definition': '(12) "" auxiliaries "" means vehicle components including an engine fan, steering system, electric system, pneumatic system and air conditioning (AC) system whose CO 2 emissions and fuel consumption properties have been defined in Annex IX;'}","{'date': '2022-07-01', 'definition': '(12) "" auxiliaries "" means vehicle components including an engine fan, steering system, electric system, pneumatic system and Heating, Ventilation and Air Conditioning (HVAC) system whose CO 2 emissions and fuel consumption properties have been defined in Annex IX;'}"
"{'date': '2019-06-11', 'definition': '(6) "" competent authorities "" means the central authorities and Eurojust, Europol and the EPPO, which are competent to access or query ECRIS-TCN in accordance with this Regulation;'}","{'date': '2021-08-03', 'definition': '(6) "" competent authorities "" means the central authorities, Eurojust, Europol, the EPPO, the VIS designated authorities as referred to in Article 9d and Article 22b(13) of Regulation (EC) No 767/2008 , and the ETIAS Central Unit, which are competent to access or query ECRIS-TCN in accordance with this Regulation;'}"
"{'date': '2019-10-14', 'definition': '(9) "" RASFF network "" means the Rapid alert system for the notification of risks as defined in point 8, established as a network by Article 50 of Regulation (EC) No 178/2002'}","{'date': '2021-04-21', 'definition': '(9) "" RASFF network "" means the Rapid alert system established as a network by Article 50 of Regulation (EC) No 178/2002 for the notifications referred to in points (15) to (20) of this Article;'}"
"{'date': '2019-10-14', 'definition': '(12) "" alert and cooperation network "" means a network composed of the RASFF, AAC and food fraud networks;'}","{'date': '2021-04-21', 'definition': '(12) "" alert and cooperation network "" means a network composed of the RASFF, AAC and fraud networks;'}"
"{'date': '2019-10-14', 'definition': '(20) "" border rejection notification "" means a notification in iRASFF of a rejection due to a risk as defined in point 8 of a batch, container or cargo of food, food contact material or feed as referred to in point (c) of Article 50(3) of Regulation (EC) No 178/2002'}","{'date': '2021-04-21', 'definition': '(20) "" border rejection notification "" means a notification in iRASFF of a rejection of a batch, container or cargo of food, food contact material or feed due to a risk as referred to in point (c) of Article 50(3) of Regulation (EC) No 178/2002 and Article 29 of Regulation (EC) No 183/2005'}"
"{'date': '2019-10-14', 'definition': '(22) "" original notification "" means a non-compliance notification, an alert notification, an information notification, a news notification, a food fraud notification or a border rejection notification;'}","{'date': '2021-04-21', 'definition': '(22) "" original notification "" means a non-compliance notification, an alert notification, an information notification, a news notification, a fraud notification or a border rejection notification;'}"
"{'date': '2019-10-14', 'definition': '(14) ""non-compliance notification"" means a notification in iRASFF of a non-compliance that does not present a risk within the meaning of Article 50 of Regulation (EC) No 178/2002 and Article 106(1) of Regulation (EU) 2017/625 , except non-serious risks to animal health and risks to plant health or animal welfare;'}","{'date': '2021-04-21', 'definition': '(14) ""non-compliance notification"" means a notification in iRASFF of a non-compliance with the rules referred to in Article 1(2) of Regulation (EU) 2017/625 that does not represent a risk within the meaning of Article 50 of Regulation (EC) No 178/2002 and Article 29 of Regulation (EC) No 183/2005'}"
"{'date': '2017-01-09', 'definition': '(4) "" Large power transformer "" means a power transformer with a highest voltage for equipment exceeding 36 kV and a rated power equal or higher than 5 kVA, or a rated power equal to or higher than 40 MVA regardless of the highest voltage for equipment.'}","{'date': '2019-11-14', 'definition': '(4) "" Large power transformer "" means a power transformer with at least one winding having either rated power greater than 3150 kVA or highest voltage for equipment greater than 36 kV.'}"
"{'date': '2016-12-16', 'definition': '(b) "" port of call "" means the port where a ship stops to load or unload cargo or to embark or disembark passengers; consequently, stops for the sole purposes of refuelling, obtaining supplies, relieving the crew, going into dry-dock or making repairs to the ship and/or its equipment, stops in port because the ship is in need of assistance or in distress, ship-to-ship transfers carried out outside ports, and stops for the sole purpose of taking shelter from adverse weather or rendered necessary by search and rescue activities are excluded;'}","{'date': '2024-01-01', 'definition': '(b) "" port of call "" means a port of call as defined in Article 3, point (z), of Directive 2003/87/EC of the European Parliament and of the Council Directive 2003/87/EC of the European Parliament and of the Council of 13 October 2003 establishing a system for greenhouse gas emission allowance trading within the Union and amending Council Directive 96/61/EC ( OJ L 275, 25.10.2003, p. 32 ).'}"
"{'date': '2016-12-16', 'definition': '(c) "" voyage "" means any movement of a ship that originates from or terminates in a port of call and that serves the purpose of transporting passengers or cargo for commercial purposes;'}","{'date': '2023-06-05', 'definition': '(c) "" voyage "" means any movement of a ship that originates from or terminates in a port of call;'}"
"{'date': '2016-12-16', 'definition': '(d) "" company "" means the shipowner or any other organisation or person, such as the manager or the bareboat charterer, which has assumed the responsibility for the operation of the ship from the shipowner;'}","{'date': '2024-01-01', 'definition': '(d) "" company "" means the shipping company as defined in Article 3, point (w), of Directive 2003/87/EC'}"
"{'date': '2016-12-16', 'definition': '(i) "" other relevant information "" means information related to CO 2 emissions from the consumption of fuels, to transport work and to the energy efficiency of ships, which enables the analysis of emission trends and the assessment of ships\' performances;'}","{'date': '2023-06-05', 'definition': '(i) "" other relevant information "" means information related to greenhouse gas emissions from the consumption of fuels, to transport work and to the energy efficiency of ships, which enables the analysis of emission trends and the assessment of ships\' performances;'}"
"{'date': '2016-12-16', 'definition': '(m) "" reporting period "" means one calendar year during which CO 2 emissions have to be monitored and reported. For voyages starting and ending in two different calendar years, the monitoring and reporting data shall be accounted under the first calendar year concerned;'}","{'date': '2023-06-05', 'definition': '(m) "" reporting period "" means one calendar year during which greenhouse gas emissions have to be monitored and reported. For voyages starting and ending in two different calendar years, the monitoring and reporting data shall be accounted under the first calendar year concerned;'}","{'date': '2024-01-01', 'definition': '(m) "" reporting period "" means the period from 1 January until 31 December of any given year; for voyages starting and ending in two different years, the respective data shall be accounted under the year concerned;'}"
"{'date': '2016-12-16', 'definition': '(o) "" ice class "" means the notation assigned to the ship by the competent national authorities of the flag State or an organisation recognised by that State, showing that the ship has been designed for navigation in sea-ice conditions.'}","{'date': '2023-06-05', 'definition': '(o) "" ice class "" means the notation assigned to the ship by the competent national authorities of the flag State or an organisation recognised by that State, showing that the ship has been designed for navigation in sea-ice conditions;'}"
